policy_id,policy_name,summary,district,source,detail_url,정책 유형,주관 기관,정책 소개,지원 내용,사업운영기간,사업신청기간,지원규모,관련 사이트,연령,학력,전공요건,취업상태,특화분야 요건,추가단서 사항,참여제한 대상,신청절차,심사 및 발표,제출서류,신청 사이트,기타사항,운영기관,참고 사이트 Ⅰ,참고 사이트 Ⅱ
20250316005400210639,청년인생설계학교 운영,"ㅇ 인생전환기 청년들에게 주체적인 인생설계 기회 제공
ㅇ 자기이해 및 진로탐색 프로그램을 제공하여 자존감 회복 및 자립역량 강화",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210639&tabKind=001,교육,청년정책담당관,"ㅇ 인생전환기 청년들에게 주체적인 인생설계 기회 제공
ㅇ 자기이해 및 진로탐색 프로그램을 제공하여 자존감 회복 및 자립역량 강화","ㅇ (사업 근거)
-「청년기본법」제19조(청년 능력개발 지원)
-「서울특별시 청년 기본 조례」제11조(청년의 능력 등의 개발)
ㅇ (추진 경과)
- 2017년 서울청년의회’ 개최 및 갭이어 정책 제안(’17. 7. 23.)
- 2018년 청년인생설계학교 시범 사업 운영(’18. 8. ~ 11.)
- 2019년 청년인생설계학교 여름·가을학기 운영(’19. 7. ~ 11.)
- 2020년 청년인생설계학교 여름·가을학기 운영(’20. 7. ~ 11.)
- 2021년 청년인생설계학교 여름·가을학기 운영(’21. 6. ~ 11.)
- 2022년 청년인생설계학교 운영(’22. 8. ~ 12.)
∙ 사업 추진방식 전면 개편(프로그램 전문성 향상, 시공간적 접근성 강화 등)
∙ 서울시에서 생활하는 만19~39세 청년 3,763명 중 1,000명 선정
- 2023년 청년인생설계학교 운영(’23. 5. ~ 12.)
∙ 서울시에서 생활하는 만19~39세 청년 4,130명 중 1,057명 선정
∙ ’2023 청년자율예산’을 통한 대학 비진학청년 특화 코스 도입
- 2024년 청년인생설계학교 운영(’24. 5. ~ 12.)
∙ 서울시 거주 만 19~39세 청년 2,579명 중 1,026명 선정
∙ 참여 만족도 4.6점/5점, 사전-사후 지표 평균 17% 상승 (3.50→4.10점)
ㅇ (사업 기간) ’18년~
ㅇ (사업 대상) 서울시 거주 청년
- (연령 기준) 19~39세
- (소득 기준) 무관
- (기타 조건) 국민기초생활수급권자, 차상위계층, 기준중위소득 100% 이하 가구 등 취약 청년 우선선정(반 별 정원 50%이내)
ㅇ (사업 내용) 진로모색 단계 및 고민유형별 맞춤형 프로그램 운영
- 자기 진단도구 및 전문 강사가 진행하는 다회차 그룹 코칭 제공
- 참여자 대상 다각적 소통 프로그램 진행, 대상자 특화코스 운영
ㅇ (사업비) 1,170백만원",,20250401 ~ 20251130,1500,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,기타,"국민기초생활수급권자, 차상위계층, 기준중위소득 100% 이하 가구 등 취약 청년 우선선정(반 별 정원 50%이내)",,,,,,,,,
20250316005400210638,서울교환학생장학금,해외 대학에서 학문과 문화를 경험하며 다양한 생각과 가치관을 존중하는 포용력을 지닌 글로벌 인재로 성장하도록 장학금 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210638&tabKind=001,교육,재단법인서울장학재단,해외 대학에서 학문과 문화를 경험하며 다양한 생각과 가치관을 존중하는 포용력을 지닌 글로벌 인재로 성장하도록 장학금 지원,"□ 장학금
○ 아시아 : 400만원
○ 비아시아 : 550만원
□ 지원기간 : 2025년 2학기",,20250512 ~ 20250520,60,,만 0세 ~ 만 0세,대학 재학,제한없음,제한없음,기초생활수급자,"아래 ① ~ ③ 항목을 모두 충족해야 함
① 대한민국 국적자이며 서울 소재 4년제 대학·전문대학·전공대학의 정규학기 학부생으로, 전체학년 성적 평점 평균 백분위(백분율) 85점 이상인 학생
② 2025년 2학기 국내 소속 대학에서 파견하는 해외 교환학생 선정(예정) 학생
③ 기초생활수급자, 차상위계층, 2024년 2학기 또는 2025년 1학기 한국장학재단 학자금 지원구간 중 복지자격 및 1~4구간",,"□ 신청기간 : 5.12(월) 10:00 ~ 5.20(화) 16:00
□ 신청방법 : 서울장학재단 [장학사업 신청] → [서울해외교환학생장학금] → 상세페이지에서 [신청하기] 클릭","□ 1차 심사[사무국/서류심사] : 면접대상자 발표 6.9(월) 예정
□ 2차 심사[면접심사] : 대면 면접 6.14(토)
□ 3차 심사[최종심의] : 장학생 선정위원회
□ 최종 합격자 발표 : 6.30(월) 16:00 예정","①~⑥은 필수 제출, ⑦은 해당자만 제출
① 온라인 신청
② 신청자 체크리스트, 서약서(*서명 필수/HWP한글 또는 PDF 파일 업로드)
③ 자기소개서(*HWP한글 파일 업로드)
④ 재(휴)학증명서(*PDF 파일 업로드 / JPG(이미지) 파일 불가)
⑤ 성적증명서(*PDF 파일 업로드)
⑥ 경제상황증빙서류(택1)
[기초생활수급자]
- 수급자 증명서 : 생계/의료/보장시설/주거/교육급여
[법정차상위계층]
- 한부모가족 증명서
- 차상위계층 확인서
- 자활근로자 확인서
- 장애인연금, 장애수당, 장애아동수당 대상자 확인서
(비대상 : 장애인 연금의 <차상위 초과 부가급여>에 체크된 자)
- 차상위 본인부담경감대상자 증명서(비대상 : 공고일 5월 7일 전 자격 상실, 신청 종료일 5월 20일 후 자격 취득)
[한국장학재단 학자금 지원구간]
- 한국장학재단 학자금 지원구간(소득분위) 통지서
(신청학기의 발급번호, 학자금 지원구간, 기관 직인 필수)
(반드시 본인 명의의 통지서만 인정)
⑦ 가족관계 증명서(해당자만 제출)",https://scholar.hissf.or.kr,"ㅇ (사업 근거) : 서울특별시 장학재단 설립 및 운영에 관한 조례
ㅇ (추진 경과)
- ‘18년 서울교환학생장학금 신설
- ‘19년 ㈜공항리무진과 기부 협약을 통한 교환학생 장학금 지원 규모 확대
- ‘20~22년 코로나19로 사업 한시적 중단
ㅇ (사업 기간) : ‘18년 ~ 현재
ㅇ (사업비)  316백만원",,https://www.hissf.or.kr/programs/user/news/ssfnews/read.asp?gbn_no=&idx=3976&pageno=&searchType=&searchVal=,
20250316005400210637,독립유공자후손장학금,ㅇ 독립유공자 예우와 학업에 대한 경제적 부담 완화를 위해독립유공자 증손 이하 후손에 대한 장학금 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210637&tabKind=001,교육,재단법인서울장학재단,ㅇ 독립유공자 예우와 학업에 대한 경제적 부담 완화를 위해독립유공자 증손 이하 후손에 대한 장학금 지원,"ㅇ (사업 근거)
- 서울특별시 장학재단 설립 및 운영에 관한 조례
- 서울특별시장 방침 제 156호(복지정책과-17715호, 19.7.19.)
ㅇ (추진 경과)
- 2020년 독립운동 100주년 기념 독립유공자 후손 장학금 신설
- 2023년 장학생 선발인원 증원 (100명→120명, 20명 증원)
ㅇ (사업 기간) : ’20년 ~ 현재
ㅇ (사업 대상)  대학생
- (연령 기준)  무관
- (소득 기준)  무관
- (기타 조건) 독립유공자(순국선열, 애국지사)의 증손자녀 이하(4대~6대) 후손
ㅇ (사업 내용)
- 연간 300만 원 장학금 지원
- 지역사회 선순환 프로그램 활동 추진: 현충원 단체 봉사활동
ㅇ (사업비)   366백만원 (지방비 98.4%, 기타 1.6%)",,20250401 ~ 20250630,120,,만 0세 ~ 만 0세,대학 재학,제한없음,제한없음,기타,"독립유공자(순국선열, 애국지사)의 증손자녀 이하(4대~6대) 후손",,,,,,,,,
20250316005400210636,서울희망 공익인재 장학금,"대학생에게 공동으로 창의적인 사회적 대안을 탐구하는 기회를 제공하여, 사회에 긍정적인 변화를 만들어 가는 실천적 인재로 성장하도록 지원",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210636&tabKind=001,교육,재단법인서울장학재단,"대학생에게 공동으로 창의적인 사회적 대안을 탐구하는 기회를 제공하여, 사회에 긍정적인 변화를 만들어 가는 실천적 인재로 성장하도록 지원","활동내용 : 공익 감수성 제고를 위한 사회문제해결 공익 프로젝트 추진
활동기간 : 2025년 4월~12월
지원기간 : 2025년 1학기~2025년 2학기
장학금 : 4,000,000원(200만원*2회)",,20250317 ~ 20250325,50,,만 0세 ~ 만 0세,대학 재학,제한없음,제한없음,제한없음,"※ 아래 가~다 항목을 모두 충족해야 함
가. 대한민국 국적자로 서울소재 4년제 대학·전문대학·전공대학의 정규학기 학부생(휴학생 포함)
나. 최근 3년 이내(22.1.1.~25.3.9.) 사회공익분야에 지속해서 참여한 경험이 있는 학생
다. 아래 제시한 공익적 이슈를 주제로 1년간 장학생과 프로젝트를 직접 기획, 실행하며 사회문제를 공동으로 해결하고 사회적 가치를 확산하려는 열정과 도전정신을 지닌 학생
- 기후위기에 대응해, 지속가능한 환경을 만들자
- 차별 문화를 돌아보고, 다양성을 존중하는 사회를 만들자
- 지구와 공생하는 식생활 문화를 만들자
- 각자도생하는 사회에서 연대를 통해 청년이 겪는 사회 문제를 풀어가자",,"신청서 접수[온라인] : 3.17(월) 10:00 ~ 3.25(화) 16:00
신청문의
- 온라인 문의 : 서울장학재단 신청 시스템 → SSF 소통공간→ Q&A
- 유선 문의 : 02-725-2257, 070-8667-3511
※ 문의시간 : 평일 근무시간(09:00~18:00)에만 통화 가능 / 점심시간(12:00~13:00), 주말 및 공휴일 제외","1차 심사 [적격 / 서류심사] : 면접대상자 발표 4.7(월)
2차 심사 [면접심사] : 대면 면접 4.12(토)
3차 심사 [최종심의] : 장학생 선정위원회
최종합격자 발표 : 4.21(월) 16:00 예정","모든 서류는 공고일 25.3.10.(월) 이후 신규 발급받아야 하며 자세한 사항은 첨부파일의 '공고문' 참조
단, 공익활동실적 증빙서류는 최근 3년 이내(22.1.1.~25.3.9.) 발급서류도 인정",https://scholar.hissf.or.kr/hmpg/user/logi/login.do,"□ 사업내용
ㅇ (사업 근거) 서울특별시 장학재단 설립 및 운영에 관한 조례
ㅇ (추진 경과)
- 2013년 대학생 우수분야 장학금으로 신설
- 2018년 장학금 성격을 학업장려금으로 전환
ㅇ (사업 기간) ’13년 ~ 현재
ㅇ (사업비) 275백만원",,https://www.hissf.or.kr/Programs/user/news/ssfnews/read.asp?gbn_no=&idx=3934&pageno=1&searchType=&searchVal=,
20250316005400210635,서울희망대학진로장학금,"ㅇ 저소득 대학생의 생계형 활동 참여시간을 줄이고, 학업과 진로 탐색 개발에 집중할 수 있도록 여건 조성
 ㅇ 자기 주도적이고 창의적으로 진로 역량을 개발하여 학업 성취 및 자기 계발 등 미래를 위한 도약을 준비하는 기회 제공",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210635&tabKind=001,교육,재단법인서울장학재단,"ㅇ 저소득 대학생의 생계형 활동 참여시간을 줄이고, 학업과 진로 탐색 개발에 집중할 수 있도록 여건 조성
ㅇ 자기 주도적이고 창의적으로 진로 역량을 개발하여 학업 성취 및 자기 계발 등 미래를 위한 도약을 준비하는 기회 제공","ㅇ (사업 근거) 서울특별시 장학재단 설립 및 운영에 관한 조례
ㅇ (추진 경과)
- 2018년 서울희망 대학 진로 장학금 신설 (서울희망대학장학생 대상)
- 2020년 장학생 일반 공모방식 전환을 통한 장학사업 확대
ㅇ (사업 기간) ’18년 ~ 현재
ㅇ (사업 대상) 대학생
- (연령 기준) 무관
- (소득 기준) 기초생활수급자, 차상위계층, 한국장학재단 학자금 지원 4구간 이하
- (기타 조건) 서울 소재 대학 재학생 또는 서울시민인 비서울 소재 대학교 재학생
ㅇ (사업 내용)
- 저소득 가정의 대학생 장학금 지원(학업장려금성 장학금)
ㅇ (사업비) 3,723백만원",,20250301 ~ 20250731,1050,,만 0세 ~ 만 0세,대학 재학,제한없음,제한없음,기초생활수급자,서울 소재 대학 재학생 또는 서울시민인 비서울 소재 대학교 재학생,,,,,,,,,
20250316005400210634,"서울희망직업전문학교장학금 (前, 등록금 지원 장학사업)",ㅇ 경제적 어려움으로 학업에 어려움을 겪지 않도록 저소득 가정 직업전문학교생의 등록금 부담을 완화하는 것을 목표로 장학금 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210634&tabKind=001,교육,재단법인서울장학재단,ㅇ 경제적 어려움으로 학업에 어려움을 겪지 않도록 저소득 가정 직업전문학교생의 등록금 부담을 완화하는 것을 목표로 장학금 지원,"ㅇ (사업 근거) 서울특별시 장학재단 설립 및 운영에 관한 조례
ㅇ (추진 경과)
- 2012년 서울희망대학장학금 신설 (연간 36~40억 규모)
- 2020년 직업전문학교 장학금 지원을 위한 조례 개정
- 2021년 서울희망직업전문학교장학금 신설
- 2024년 서울희망대학장학금 사업 종료
ㅇ (사업 기간) ‘21년 ~ 현재
ㅇ (사업 대상) 직업전문학교 학생
- (연령 기준) 무관
- (소득 기준) 기초생활수급자 및 차상위계층
- (기타 조건) 서울 소재 직업전문학교 재학(학점은행제)
ㅇ (사업 내용)
- 저소득 가정의 직업전문학교 학생 장학금 지원(등록금)
ㅇ (사업비) 301백만원",,20250301 ~ 20250930,200,,만 0세 ~ 만 0세,제한없음,제한없음,기타,기초생활수급자,,,,,,,,,,
20250316005400210633,청년안심주택 공급활성화(임차보증금 무이자지원),ㅇ 높은 주거비 부담 등에 시달리는 청년․신혼부부의 안정적인 주거환경 확보를 위해 청년안심주택 입주자에 대하여 주거비를 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210633&tabKind=001,주거,건축기획관,ㅇ 높은 주거비 부담 등에 시달리는 청년․신혼부부의 안정적인 주거환경 확보를 위해 청년안심주택 입주자에 대하여 주거비를 지원,"ㅇ (사업 근거)
- 「서울시 보증금지원형 장기안심주택 업무처리 지침」
ㅇ (추진 경과)
- ‘16.03.25.  역세권 청년주택 공급계획 수립
- ‘19.11.26.  청년·신혼부부 주거비 지원계획 수립
- `19.12.09   역세권 청년주택 혁신방안
ㅇ (사업 기간)
- 2021년 1월 ~
ㅇ (사업 대상)
- 지원대상 : 청년안심주택, 민간임대주택 입주(예정)자
- 연령기준 : 19~39세
- 소득 : 전년도 도시근로자 가구당 월평균소득의 100%(신혼부부 120%) 이하
- 자산 : 청년 2억 7,300만원 이하 / 신혼부부 3억 4,500만원 이하
ㅇ (사업 내용)
- 임차보증금 무이자 지원
· 1억원 초과시 보증금의 30%, 1억 이하는 보증금의 50%
· 최대 지원금액 청년 4,500만원 / 신혼부부 6,000만원
ㅇ (사업 주체)
- 서울시, SH공사
ㅇ (사업 추진절차)
- 신청인이 임대차 계약 체결 후 약정서 작성 및 구비서류 제출
- 소득심사 등을 거쳐 확정시 지원금액 지급하고 보증보험 가입",,,5192,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,,,,,,,,,,
20250316005400210632,청년안심주택 공급(매입),ㅇ 역세권(간선도로변)의 민간소유 토지를 체계적으로 개발(민간 주도+공공 지원)하여 쾌적하고 저렴한 주택을 공급함으로써 청년층의 주거안정을 도모하고 지역경제를 활성화하고자 함.,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210632&tabKind=001,주거,건축기획관,ㅇ 역세권(간선도로변)의 민간소유 토지를 체계적으로 개발(민간 주도+공공 지원)하여 쾌적하고 저렴한 주택을 공급함으로써 청년층의 주거안정을 도모하고 지역경제를 활성화하고자 함.,"ㅇ (사업 근거)
- 「민간임대주택에 관한 특별법」
- 「서울특별시 청년안심주택 공급 지원에 관한 조례」
ㅇ (추진 경과)
- ’16.03.25.  역세권 청년주택 공급계획 수립
- ‘16.07.14. 「역세권 청년주택 공급 지원에 관한 조례」제정·시행
- ‘16.08.22. 「역세권 청년주택 건립 및 운영기준」수립·시행
- ‘19.11.26.  청년·신혼부부 주거비 지원계획 수립
- `21.09.29. 「역세권 청년주택 건립 및 운영기준」개정(10차)
- ’23.03.06.  역세권청년주택 혁신을 통한 ‘청년안심주택 추진방안’ 수립
- ’23.05.22. 「청년안심주택 공급 지원에 관한 조례」개정
- ’23.07, ’24.08. 「청년안심주택 건립 및 운영기준」개정(11차, 12차)
- ’24.12.27. 「서울특별시 모두의 안심주택 건립 및 운영기준」제정
ㅇ (사업 기간)
- 2016년 7월 ~ 2025년 12월
ㅇ (사업 대상)
- 지원대상 : 청년 및 신혼부부
- 연령기준 : 19~39세
- 소득기준 : 도시근로자 월평균소득 100% ~120% 이하
ㅇ (사업 내용)
- 역세권(간선도로변)에 민간이 임대주택을 건설하게 하고 일부를 청년안심주택(공공임대)으로 매입하여 청년ㆍ신혼부부에게 공급하는 사업
ㅇ (사업비)  79,662백만원 (국비 66,350 / 시비 13,312)",,,0,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,,,,,,,,,,
20250316005400210631,청년 부동산 중개보수 및 이사비 지원사업,이사가 잦은 청년가구의 주거비 부담을 완화하고 생활 안전망을 강화하기 위한 사업,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210631&tabKind=001,주거,서울시청 청년사업담당관,이사가 잦은 청년가구의 주거비 부담을 완화하고 생활 안전망을 강화하기 위한 사업,"□ 지원금액 : 최대 40만원 한도 내 실비 지원 (생애 1회)
□ 지원내용 : 부동산 중개보수 및 이사비용.
* 부동산 중개보수 및 이사비 중 한 가지만 신청도 가능",2026.01.~2026.12.,2026.4.1.(수) 10:00 ~ 2026.4.14.(화) 18:00,"총 8,000명
※상반기 4,000명, 하반기 4,000명",,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,"ㅇ 선정방법 : 사회적 약자 및 주거취약청년 우선 선발 후 소득 낮은 순 선정
ㅇ 지급방법 : 개인별 계좌 입금","‣ ’22.1.1.이후 서울시로 전입 또는 서울시 내에서 이사 후 市 혹은 타 기관(중앙부처, 자치구 등)에서 부동산 중개보수 및 이사비 지원받은 사람
‣ 부모 소유 주택에 임차하는 경우
‣ 국민기초생활수급자 중 생계·의료·주거급여 수급자
‣ 기타 사업 취지에 부합하지 않다고 판단되는 경우","ㅇ 청년몽땅정보통(youth.seoul.go.kr) 온라인 신청
* 방문‧우편 접수 등 불가","□ 상반기
ㅇ 서류심사 결과 : 2026년 6월 중순 (예정)
- 서류심사 결과 통보일로부터 10일 이내 이의신청 및 소명·보완자료 제출 가능
ㅇ 최종심사 결과 : 2026년 7월 말 (예정)
ㅇ 지원금 지급 : 2026년 7월 말 (예정)",* 공고문 참고,https://youth.seoul.go.kr/youthConts.do?key=2310100044&sc_detailAt=&pageIndex=1&orderBy=regYmd+desc&tabKind=200&pwKind=&sc_pbancSe=&sc_pbancSeCd=015&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200013&sc_pstSn=0&sc_rvwSn=0&sc_userId=&sc_ntcPstYn=&sc_delYn=&sc_ctgry=&useYn=&sc_faqCtgryCd=003&sc_qnaCtgryCd=002&sc_plcyQnaSn=0&sc_myPstYn=&recordCountPerPage=10,"ㅇ 선정방법: 사회적 약자 및 주거취약청년 우선 선발 후 소득 낮은 순 선정
ㅇ 선정 결과: 청년몽땅정보통 마이페이지 및 신청자 개별 문자 안내
ㅇ 기타 문의: 청년 부동산 중개보수 및 이사비 지원사업 콜센터 ☎ 1877-9358",주관기관과 동일,https://youth.seoul.go.kr/youthConts.do?key=2310100044&sc_pbancSeCd=015&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200013&sc_qnaCtgryCd=002&sc_faqCtgryCd=003,
20250316005400210630,전월세 안심계약 도움서비스 운영,ㅇ 내 집 찾기가 어려운 1인가구에게 전월세 계약상담 및 집보기 현장 동행 서비스를 제공하여 안정적 주거지 정착 및 주거복지 향상 도모,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210630&tabKind=001,주거,돌봄고독정책관,ㅇ 내 집 찾기가 어려운 1인가구에게 전월세 계약상담 및 집보기 현장 동행 서비스를 제공하여 안정적 주거지 정착 및 주거복지 향상 도모,"ㅇ 사업 근거
- 서울시 사회적 가족도시 구현을 위한 1인가구 지원 기본조례 제11조
ㅇ 추진 경과
- 전월세 안심계약 도움서비스 추진계획 수립	: ’22. 1월
- 5개 자치구 서비스 시범 운영	 		  	: ’22. 3월
- 25개 전 자치구로 서비스 확대			: ’23. 5월
- 10개 자치구 토요일 운영				: ’24. 4월
ㅇ 사업 기간 : ‘22. 3 ~ 계속
ㅇ 사업 대상 : 서울시 거주 또는 거주예정 1인가구(독립가구 예정자 포함)
ㅇ 사업 내용 : 자치구별 주거안심매니저가 주거정책 안내, 주거지 탐색, 집보기 및 계약시 동행지원
ㅇ 사 업 비  : 380백만원",,,0,,만 0세 ~ 만 0세,제한없음,제한없음,제한없음,제한없음,,,,,,,,,,
20250316005400210629,2025년 서울시 청년월세지원 사업,서울에 거주하는 청년의 주거비 부담완화와 안정적 주거환경 마련을 위한 서울시의 청년 주거복지 지원 정책,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210629&tabKind=001,주거,서울특별시 주택실 주택정책과 청년주거안심팀,서울에 거주하는 청년의 주거비 부담완화와 안정적 주거환경 마련을 위한 서울시의 청년 주거복지 지원 정책,"ㅇ 지원금액 : 월 20만원 이하 지원 (최대 12개월 /240만원 ) * 생애 1회
- 20만원 미만 월세 계약은 임대차계약서에 표기된 월세 금액만 지원
* 예시) 차임(월세 10만원은 월 10만원 지원/ 관리비가 포함된 경우 관리비 제외하고 월세만 지급
- 서울형 주택바우처 수급자인 경우 바우처 수령액을 제외한 차액 지급
- 서울시 청년월세 지원 대상자 최종 선정월부터 12개월간 지급",2025. 1. 1.~2025. 12. 31.,2025.6.11.(수) 10:00 ~ 2025.6.24.(화) 18:00 *선착순 신청 아님,"15,000명",,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,"ㅇ 선정방법 : 임차보증금/월세 및 소득기준, 4개 구간으로 나누어 선정하고 인원 초과시 구간별 전산 추첨
- 구간별 미달인 경우, 1구간부터 4구간 순으로 추가 선정
- 선정기준 월세액은 임대차계약서에 표기된 차임(월)액으로 함(관리비 제외)
- 차임(월세) 기준 월세 60만원 초과시 보증금 월세 환산액(5.0%) 합산","ㅇ 국토교통부 청년월세 한시 특별지원금 수급 중인 사람
ㅇ 서울시 청년월세지원금 기 선정자로 수급 이력이 있는 사람
ㅇ (신청자 본인) 주택 소유자(분양권, 입주권 등 포함)
ㅇ (신청자 본인) 일반재산 총액 1억 3천만원을 초과하는 사람
- (포함항목) 토지과세표준액, 건축물과세표준액, 임차보증금, 차량시가표준액
ㅇ (신청자 본인) 차량시가표준액 2,500만원 이상의 자동차를 소유한 사람
ㅇ 국민기초생활수급을 받고 있는 사람(생계, 의료, 주거급여 대상자)
ㅇ 서울시 청년수당을 받고 있는 사람, ’25년 자치구 자체 청년월세지원 사업(은평, 광진 등) 지원자로 선정된 사람, 자립준비청년 월세․기숙사비 지원 등 유사 사업 수혜를 받고 있는 사람
※ ‘사업 신청일’ 기준으로 타 사업 수급 등이 종료된 경우 신청 가능
ㅇ 공공주택특별법, 도시 및 주거환경정비법, 서울시 공공주택 건설 및 공급 등에 관한 조례 등에 따른 공공임대주택*에 거주하는 사람
* 영구임대, 공공임대, 국민임대, 매입임대, 행복주택, 청년안심주택(역세권청년주택),장기안심주택, 특화형 매입임대주택(사회적주택), 도시형생활주택, 희망하우징, 전세임대주택, 공무원임대주택 등
※ 민간임대주택법에 따른 공공지원민간임대주택 등 민간임대주택 거주자는 신청 가능
ㅇ 임대인(임차건물 집주인)이 신청인의 ‘부모’ 인 경우
ㅇ 공동임차인 모두 신청하는 경우
ㅇ 기타 사업 취지에 부합하지 않다고 판단되는 경우","ㅇ 서울주거포털(https://housing.seoul.go.kr) ‘청년월세지원’ 란에 온라인 신청 및 접수
※ 방문 및 우편 접수 등 불가
ㅇ 신청접수(6.11.~6.24.) → 소득재산 및 중복수혜 조사(6월~8월) → 심사결과 통보(8월) → 이의신청 접수(8월~9월) → 최종선정자 발표(9월 (예정))","ㅇ 일시 : 2025년 8월 예정
ㅇ 발표 : 서울주거포털(https://housing.seoul.go.kr) ‘마이페이지 내 청년월세지원 신청현황’에서 확인, 개별 알림","ㅇ 확정일자가 날인된 임대차계약서 전체 사본 1부(필수)
ㅇ 이체확인증 : 신청일 기준 최근 3개월(‘25.3~5월)간 월세 이체내역(임대인 계좌 확인) (필수)
ㅇ 가족관계증명서(본인 기준 상세증명서) (필수) * 공고일 이후 발급분",https://housing.seoul.go.kr/site/main/content/sh01_060513,"ㅇ 최종 선정결과 발표
- 일시 : 2025년 9월 초 예정
- 발표 : 서울주거포털(https://housing.seoul.go.kr) ‘마이페이지 내 청년월세지원 신청현황’ 에서 확인, 개별 알림
- 선정자 필수 이행사항 : 입금 전용계좌(신한 청년드림통장) 개설
※ 청년드림통장을 개설기간에 미개설하면 선정 취소됨(자세한 사항은 선정자에 추후 안내)
ㅇ 문의
- 서울주택도시공사 청년월세지원센터 1833-2030
- 다산 120",서울주택도시공사 청년월세지원센터,https://housing.seoul.go.kr/site/main/content/sh01_060513,
20250316005400210628,신혼부부 청년 임차보증금 지원사업,신혼부부 · 청년의 주거안정을 위한 주거비 부담 완화,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210628&tabKind=001,주거,주택정책관,신혼부부 · 청년의 주거안정을 위한 주거비 부담 완화,"ㅇ 추진근거
- 서울특별시 주거기본조례 제7조
- 서울특별시 출산 및 양육지원에 관한 조례 제4조
- 서울특별시 청년주거 기본 조례 제7조
ㅇ 추진경과
- 2017.01.   청년 임차보증금 이자지원 사업 시행
- 2018.05.   신혼부부 임차보증금 이자지원 사업 시행
- 2020.01.   1차 금융지원 확대(소득기준, 지원금리 확대)
- 2023.05.   2차 금융지원 확대(대출한도 확대, 추가 지원금리 신설 등)
- 2024.07.   3차 금융지원 확대(소득기준, 지원금리 확대 등)
ㅇ 사업 내용
- 신혼부부 보증금 이자지원
- 청년 보증금 이자지원
ㅇ 사업비 : 90,071백만원",,20250701 ~ 20251231,0,,만 19세 ~ 만 39세,제한없음,제한없음,제한없음,제한없음,,,,,,,,,,
20250316005400210627,청년과 어르신 주거공유(한지붕세대공감),어르신의 고립감을 해소하고 대학(원)생에게 주변 임대료보다 저렴하게 주거공간을 제공하여 주거비 부담 완화,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250316005400210627&tabKind=001,주거,주택정책관,어르신의 고립감을 해소하고 대학(원)생에게 주변 임대료보다 저렴하게 주거공간을 제공하여 주거비 부담 완화,"신청 시 1실당 100만원 이내 환경개선(도배, 장판 교체 등) 공사
ㅇ (사업 대상)
- 어르신 : 방 1실 이상 주택을 소유한 60세 이상 어르신
- 학  생 : 대학(원) 재학생 및 휴학생",,,100,,만 0세 ~ 만 0세,대학 재학,제한없음,제한없음,제한없음,,,,,,https://housing.seoul.go.kr/site/main/content/sh01_060504,"□ 사업 내용
ㅇ (사업 근거)
- 서울특별시 공유촉진조례 제7조(자치구와의 협력 및 지원)
- 서울특별시 보조금 관리조례
ㅇ (추진 경과)
- 자치구 공유촉진 사업 지원계획(사회혁신담당관-9289, 2013.9.22.)
- 세대융합형 룸쉐어링 시범사업 추진계획(임대주택과-12021, 2014.10.23.)
- 세대융합형 룸쉐어링 시범사업 추진(주택정책과, ’14.11~)
- 룸셰어링 사업 통합 및 개선계획(주택정책과-3330, 2016.2.29.)
- 한지붕세대공감 사업 개선 추진계획(임대주택과-321, 2025.1.8.)
ㅇ (사업 기간)
- ‘25.1.1 ~ ’25.12.31
ㅇ (사업비) 70백만원",,,
